"ID" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "core_enrichment" "rank"
"GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS" "GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS" 11 0.44381149910575 1.16676900851057 0.260215053763441 1 1 "PNPLA2/RAPGEF2/ACADL/CITED1/WNT5A/STARD3" 105
"GOBP_MONOATOMIC_ION_TRANSPORT" "GOBP_MONOATOMIC_ION_TRANSPORT" 24 -0.366982887760811 -1.16459137170467 0.245183887915937 1 1 "PLCD1/ATP11C/NEDD4/CACNA2D1/ATP1A2/FHL1/BIN1/TOMM40L/SLC1A4/TRPC4AP/CASQ2" 127
"GOBP_ORGANELLE_FISSION" "GOBP_ORGANELLE_FISSION" 13 -0.434235182694462 -1.16355661332224 0.263257575757576 1 1 "FMN2/SIRT7/CLASP2/PGAM5/PHF13/NDC1" 68
"GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS" 36 0.320943261075679 1.16040695448991 0.229213483146067 1 1 "DEAF1/HOXB4/ZNF77/MTA2/SMAD3/DEDD2/HINFP/THRA/PPARG/CITED1" 66
"GOBP_PROTEOLYSIS" "GOBP_PROTEOLYSIS" 27 -0.354197519534851 -1.16014014468477 0.253054101221641 1 1 "USP25/BIN1/SHARPIN/LVRN/ERAP1/TRPC4AP/USP24/SH3RF3" 73
"GOMF_ENZYME_REGULATOR_ACTIVITY" "GOMF_ENZYME_REGULATOR_ACTIVITY" 31 0.329107084475963 1.15614817754229 0.242424242424242 1 1 "SBF2/PRKRIP1/SBF2/ARHGAP32/CYTH1/DENND1A/STK3/RAPGEF2/SH3PXD2A" 59
"GOBP_PROTEIN_POLYMERIZATION" "GOBP_PROTEIN_POLYMERIZATION" 12 -0.437689346161713 -1.15175656474815 0.291280148423006 1 1 "CCDC57/KANK1/SVIL/BIN1/CLASP2/CASQ2" 131
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION" "REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION" 29 0.334268876289781 1.15063775117683 0.254385964912281 1 1 "ZNF77/ZNF605/MTA2/SMAD3/THOC5/ZNF782/THRA/PPARG/CITED1" 66
"GOBP_AMIDE_BIOSYNTHETIC_PROCESS" "GOBP_AMIDE_BIOSYNTHETIC_PROCESS" 15 -0.410679795761256 -1.14781769390936 0.273394495412844 1 1 "B4GALT6/ACSL1/TNKS1BP1/CHAC2/SSB" 103
"GOCC_NUCLEOLUS" "GOCC_NUCLEOLUS" 30 -0.348521783071572 -1.14475584485607 0.256931608133087 1 1 "BCL6/FMN2/TRERF1/HEATR1/FGF1/SIRT7/DEK/ZNF174/PANK1/BNIP2/TWIST2/URB1" 79
"GOBP_REGULATION_OF_RESPONSE_TO_STRESS" "GOBP_REGULATION_OF_RESPONSE_TO_STRESS" 38 -0.326160596837317 -1.1444342275424 0.249547920433996 1 1 "VAMP8/BCL6/USP25/FMN2/SHARPIN/NSMCE4A/PTPN1/SBNO2/SIRT7/BRD4/CLASP2/DEK/ERAP1/DIXDC1/SH3RF3" 87
"GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS" "GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS" 12 -0.434362577306029 -1.14300234693926 0.298701298701299 1 1 "FMO1/ILVBL/FGF1/SIRT7/MTHFR" 78
"GOBP_PATTERN_SPECIFICATION_PROCESS" "GOBP_PATTERN_SPECIFICATION_PROCESS" 12 0.42260640887409 1.14105206740676 0.265658747300216 1 1 "HOXB4/HOXB5/SMAD3" 30
"GOBP_REGULATION_OF_CELL_DEATH" "GOBP_REGULATION_OF_CELL_DEATH" 39 0.306836906776429 1.13671121627453 0.264770240700219 1 1 "FMN2/TMEM164/SMAD3/NAA38/STK3/DEDD2/RAPGEF2/THRA/RTN4/PPARG/CITED1" 66
"GOCC_OUTER_MEMBRANE" "GOCC_OUTER_MEMBRANE" 10 -0.453447780402403 -1.13368400301103 0.315596330275229 1 1 "MTX3/LPIN1/ACSL1/SYNE3/TOMM40L/PGAM5" 85
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION" "GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION" 37 0.309836577132791 1.13280654710323 0.26410835214447 1 1 "FMN2/SMAD3/MYO1C/MCC/DENND1A/STK3/HOOK2/HINFP/MCC/PPARG/GOLGA2/VPS4A/NXT2/SMYD3/EHBP1/MYO6/BID/FMN2/TRAF3IP2" 121
"GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT" "GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT" 26 0.340444895270409 1.12533459301897 0.300469483568075 1 1 "PECAM1/C1GALT1/SMAD3/STK3/RAPGEF2/RTN4/PPARG/CITED1/ANKRD17/QKI" 83
"GOBP_APOPTOTIC_PROCESS" "GOBP_APOPTOTIC_PROCESS" 42 0.296350217505659 1.1246997812565 0.270509977827051 1 1 "FMN2/XKR8/SMAD3/NAA38/STK3/DEDD2/RAPGEF2/THRA/RTN4/PPARG/CITED1" 66
"GOMF_GTPASE_ACTIVATOR_ACTIVITY" "GOMF_GTPASE_ACTIVATOR_ACTIVITY" 11 -0.436405532205068 -1.116037247958 0.342644320297952 1 1 "RASA2/FAM13B/PGAM5/ARHGEF10L/BNIP2" 77
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II" "GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II" 35 0.309497223768787 1.1136969855624 0.266375545851528 1 1 "HOXB4/HOXB5/MTA2/SMAD3/ZNF782/HINFP/THRA/PPARG/CITED1/DBP/WNT5A/SMYD3/NFIX" 106
"GOBP_CELL_MORPHOGENESIS" "GOBP_CELL_MORPHOGENESIS" 25 -0.347744753003211 -1.1084521204367 0.304195804195804 1 1 "NEDD4/KANK1/PRKG1/SHROOM1/B4GALT6/EPB41L3/RUFY3/BCL6/SYNE3/DIXDC1/TNMD/FMNL2" 120
"GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT" "GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT" 10 -0.442329625364092 -1.10588703265483 0.332110091743119 1 1 "NEDD4/CACNA2D1/ATP1A2/FHL1/BIN1/CASQ2" 120
"GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION" "GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION" 12 0.409105536791271 1.10459924114003 0.317494600431965 1 1 "CYTH1/DENND1A/RAPGEF2" 52
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS" "GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS" 12 -0.419752271376961 -1.10455609295946 0.341372912801484 1 1 "PTPN1/TNKS1BP1/SH3RF3" 61
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS" 40 0.296014345524874 1.10397566148009 0.292682926829268 1 1 "DEAF1/HOXB4/ZNF77/MTA2/SMAD3/DEDD2/HINFP/THRA/PPARG/CITED1" 66
"GOBP_MICROTUBULE_BASED_PROCESS" "GOBP_MICROTUBULE_BASED_PROCESS" 22 0.343690663882652 1.09812173652184 0.31981981981982 1 1 "FMN2/STK36/STAU2/MPDZ/HOOK2/GOLGA2" 65
"GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS" "GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS" 31 -0.333163250548935 -1.09731955057737 0.324074074074074 1 1 "EPB41L3/CC2D2A/BCL6/SBNO2/FGF1/CLASP2/MTHFR/ERAP1/HS2ST1/KIF26B/TNMD" 86
"GOBP_HEMOPOIESIS" "GOBP_HEMOPOIESIS" 15 0.379479019258839 1.09483708819478 0.330415754923414 1 1 "HOXB4/THOC5/STK3/THRA/SH3PXD2A/PPARG" 62
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION" "GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION" 15 0.376759033587096 1.08698964198129 0.334792122538293 1 1 "MTA2/MCC/MCC/RTN4/PPARG/S100A2/WNT5A" 97
"GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT" "GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT" 16 -0.381021688375133 -1.08285196297961 0.358181818181818 1 1 "NNT/SLC9A5/SLC6A6/PLCD1/NEDD4/CACNA2D1/ATP1A2/FHL1/BIN1/TRPC4AP/CASQ2" 127
"GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION" "GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION" 18 0.356901117906803 1.07929219140246 0.331877729257642 1 1 "XKR8/HOOK2/RTN4/GOLGA2/ATP8B4/TMCC1/VPS4A" 78
"GOBP_EMBRYONIC_MORPHOGENESIS" "GOBP_EMBRYONIC_MORPHOGENESIS" 17 0.362616667200934 1.07815061944024 0.323008849557522 1 1 "DEAF1/HOXB4/HOXB5/SMAD3/STK3" 48
"GOBP_ACTIN_FILAMENT_BASED_PROCESS" "GOBP_ACTIN_FILAMENT_BASED_PROCESS" 33 -0.318306827252876 -1.07203130059761 0.35036496350365 1 1 "KANK1/PRKG1/CACNA2D1/SHROOM1/ATP1A2/SVIL/DPYSL3/EPB41L3/RUFY3/BCL6/BIN1/FMN2/PTPN1/CLASP2/ARHGEF10L/DIXDC1/FMNL2" 119
"GOBP_REGULATION_OF_CELLULAR_LOCALIZATION" "GOBP_REGULATION_OF_CELLULAR_LOCALIZATION" 17 0.360183020850504 1.07091477631017 0.327433628318584 1 1 "PECAM1/SMAD3/MYO1C/RTN4/PPARG/VPS4A/WNT5A" 97
"GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT" "GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT" 11 -0.415279772724773 -1.06201150187664 0.394785847299814 1 1 "NEDD4/CACNA2D1/ATP1A2/FHL1/BIN1/CASQ2" 120
"GOMF_SALT_TRANSMEMBRANE_TRANSPORTER_ACTIVITY" "GOMF_SALT_TRANSMEMBRANE_TRANSPORTER_ACTIVITY" 12 -0.402323581749196 -1.05869341005486 0.38961038961039 1 1 "SLC9A5/SLC19A1/SLC6A6/SLC16A7/CACNA2D1/ATP1A2/MFSD5/SLC1A4/TRPC4AP" 117
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION" "GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION" 10 0.417882904713779 1.05853305980437 0.37199124726477 1 1 "THOC5/HINFP/ANKRD17/VPS4A" 78
"GOBP_CELL_CELL_SIGNALING" "GOBP_CELL_CELL_SIGNALING" 32 0.297797481181292 1.05813091563974 0.357758620689655 1 1 "SMAD3/STAU2/MCC/STK3/RAPGEF2/MCC/RTN4/PPARG/CITED1" 66
"GOBP_ANIMAL_ORGAN_MORPHOGENESIS" "GOBP_ANIMAL_ORGAN_MORPHOGENESIS" 22 0.330590992037596 1.05626713904208 0.362612612612613 1 1 "HOXB4/HOXB5/SMAD3/STAU2/THRA/RTN4/CITED1" 66
"REACTOME_METABOLISM_OF_CARBOHYDRATES" "REACTOME_METABOLISM_OF_CARBOHYDRATES" 14 -0.380678930266733 -1.05430507477485 0.359116022099448 1 1 "GPC3/B4GALT6/CHST11/GYG2/HS2ST1/NDC1" 26
"GOBP_GAMETE_GENERATION" "GOBP_GAMETE_GENERATION" 14 0.370595662685641 1.05323565324161 0.376906318082789 1 1 "DEAF1/ZNF449/FMN2" 17
"GOBP_SEXUAL_REPRODUCTION" "GOBP_SEXUAL_REPRODUCTION" 14 0.370595662685641 1.05323565324161 0.376906318082789 1 1 "DEAF1/ZNF449/FMN2" 17
"GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES" "GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES" 11 0.400256045996855 1.05226284329969 0.376344086021505 1 1 "ATAD3B/ATP8B4/RGS3/VPS4A/NUDT16L1/NUDT6" 110
"GOCC_GOLGI_MEMBRANE" "GOCC_GOLGI_MEMBRANE" 17 0.352995458118244 1.04954434325239 0.353982300884956 1 1 "C1GALT1/ARHGAP32/CYTH1/B4GALT7/GOLGA2" 65
"GOBP_VASCULATURE_DEVELOPMENT" "GOBP_VASCULATURE_DEVELOPMENT" 18 0.345575362545499 1.0450423706261 0.360262008733624 1 1 "PECAM1/C1GALT1/RAPGEF2/PPARG/CITED1/ANKRD17/QKI/WNT5A" 97
"GOBP_MRNA_METABOLIC_PROCESS" "GOBP_MRNA_METABOLIC_PROCESS" 13 0.375614233175561 1.04201633880576 0.394514767932489 1 1 "PRKRIP1/THOC5/PPARG/QKI/TNRC6B/NUDT16L1/TRAF3IP2" 121
"GOBP_GENERATION_OF_NEURONS" "GOBP_GENERATION_OF_NEURONS" 28 -0.319565177776862 -1.03951205822759 0.409335727109515 1 1 "NEDD4/KANK1/PRKG1/ZFHX3/B4GALT6/DPYSL3/EPB41L3/RUFY3/BCL6/BIN1/NAV1/DIXDC1/ANKS1A" 120
"GOBP_NEUROGENESIS" "GOBP_NEUROGENESIS" 28 -0.319565177776862 -1.03951205822759 0.409335727109515 1 1 "NEDD4/KANK1/PRKG1/ZFHX3/B4GALT6/DPYSL3/EPB41L3/RUFY3/BCL6/BIN1/NAV1/DIXDC1/ANKS1A" 120
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION" "GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION" 20 0.331310799634968 1.03925183917211 0.393478260869565 1 1 "RAPGEF2/THRA/RTN4/PPARG/TMEM182/PMP22/WNT5A" 97
"GOBP_REPRODUCTION" "GOBP_REPRODUCTION" 25 0.31631387694576 1.03346740031016 0.402325581395349 1 1 "DEAF1/ZNF449/FMN2/STK3/THRA/GOLGA2/QKI/WNT5A/PAQR5/FMN2/SLC26A6/HERC4" 129
"GOMF_CALCIUM_ION_BINDING" "GOMF_CALCIUM_ION_BINDING" 11 -0.40280911760298 -1.0301197988727 0.424581005586592 1 1 "PLCD1/CD320/BNIP2/CASQ2" 24
"GOCC_NUCLEAR_BODY" "GOCC_NUCLEAR_BODY" 14 -0.371548070840525 -1.02901680514732 0.384898710865562 1 1 "ZFHX3/KAZN/BCL6/NSMCE4A/LYRM4/SIRT7/ZNF174" 109
"GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS" "GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS" 26 0.309619447287673 1.02344161873094 0.431924882629108 1 1 "HOXB4/XKR8/SMAD3/STAU2/STK3/RAPGEF2/RTN4/PPARG" 62
"GOBP_REGULATION_OF_DEFENSE_RESPONSE" "GOBP_REGULATION_OF_DEFENSE_RESPONSE" 15 -0.366174698475702 -1.02342945114512 0.412844036697248 1 1 "VAMP8/BCL6/SHARPIN/PTPN1/SBNO2/BRD4/ERAP1" 87
"GOBP_RESPONSE_TO_LIPID" "GOBP_RESPONSE_TO_LIPID" 13 -0.381689888013266 -1.02275865967441 0.414772727272727 1 1 "FOXP1/NEDD4/ATP1A2/ACSL1/FMO1/SPON2/TRERF1/SBNO2" 134
"GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION" "GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION" 13 0.368607972808188 1.02257980756729 0.411392405063291 1 1 "IL13RA2/FMN2/MYO1C/VPS4A/STARD3/MYO6/FMN2" 119
"GOBP_REGULATION_OF_LOCOMOTION" "GOBP_REGULATION_OF_LOCOMOTION" 30 0.293621181430739 1.02148894283105 0.420824295010846 1 1 "PECAM1/MTA2/SMAD3/MYO1C/MCC/RAPGEF2/MCC/RTN4/PPARG" 62
"GOBP_PHOSPHORYLATION" "GOBP_PHOSPHORYLATION" 40 0.272813319351195 1.01744820561748 0.42350332594235 1 1 "PECAM1/STK32C/PRKRIP1/STK36/STK3/RAPGEF2/CDKL1/PPARG" 62
"WP_VEGFAVEGFR2_SIGNALING" "WP_VEGFAVEGFR2_SIGNALING" 13 -0.379398787196015 -1.01661953135423 0.418560606060606 1 1 "KANK1/PRKG1/CACNA2D1/INPP4B/BIN1/PTPN1/BRD4" 119
"GOCC_CELL_BODY" "GOCC_CELL_BODY" 10 -0.405692290959293 -1.01428848101824 0.429357798165138 1 1 "SLC6A6/FBXO31/ATP1A2/DPYSL3/RUFY3/DIXDC1/SLC1A4" 97
"GOBP_REGULATION_OF_PHOSPHORYLATION" "GOBP_REGULATION_OF_PHOSPHORYLATION" 22 0.317354214720699 1.01397447758606 0.414414414414414 1 1 "PECAM1/PRKRIP1/RAPGEF2/PPARG/LIMCH1/WNT5A/SMYD3" 98
"GOCC_NUCLEAR_ENVELOPE" "GOCC_NUCLEAR_ENVELOPE" 18 -0.344587491868101 -1.01330717657207 0.433823529411765 1 1 "SYNE3/BIN1/FAM156B/TNRC18/BNIP2/TNMD/NDC1" 72
"GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT" "GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT" 15 0.350149594169142 1.01021859617288 0.415754923413567 1 1 "STAU2/RAPGEF2/RTN4/PMP22/WNT5A" 97
"GOBP_GROWTH" "GOBP_GROWTH" 21 -0.329302054914118 -1.0068423330929 0.429856115107914 1 1 "FOXP1/JADE2/GPC3/PRKG1/RUFY3/FHL1/BCL6/RAI1/CHST11/FGF1/ING1/KIF26B" 134
"GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION" "GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION" 16 0.340381786481665 1.0034210395405 0.433628318584071 1 1 "DEAF1/ZNF449/FMN2" 17
"GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION" "GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION" 21 0.318326988732676 1.00301854447818 0.45067264573991 1 1 "STAU2/RAPGEF2/RTN4/CDKL1/PMP22/WNT5A" 97
"GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION" "GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION" 19 0.325230739981522 1.00252764065583 0.423326133909287 1 1 "DEAF1/ZNF449/FMN2/STK3/QKI/WNT5A/PAQR5/FMN2/SLC26A6/HERC4" 129
"GOBP_RNA_PROCESSING" "GOBP_RNA_PROCESSING" 14 0.352734832278018 1.0024750392466 0.437908496732026 1 1 "PRKRIP1/SMAD3/ZNF638/THOC5/DEDD2/THUMPD2/QKI" 83
"GOBP_NCRNA_METABOLIC_PROCESS" "GOBP_NCRNA_METABOLIC_PROCESS" 11 -0.391663848704366 -1.00161755884263 0.446927374301676 1 1 "HEATR1/SIRT7/SSB/URB1" 53
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS" 10 0.394630415389176 0.999632519975637 0.442013129102845 1 1 "PRKRIP1/PPARG/SMYD3/PTPA" 122
"GOBP_RESPONSE_TO_ABIOTIC_STIMULUS" "GOBP_RESPONSE_TO_ABIOTIC_STIMULUS" 14 -0.360758295630249 -0.999134103859113 0.434622467771639 1 1 "ATP1A2/FMO1/FMN2/TNKS1BP1/FGF1/MTHFR/TP53I13/BNIP2" 97
"GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS" "GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS" 28 0.293849612297278 0.99852015279114 0.451685393258427 1 1 "PECAM1/PRKRIP1/SMAD3/RAPGEF2/PPARG/LIMCH1/WNT5A/SMYD3" 98
"GOBP_MACROMOLECULE_CATABOLIC_PROCESS" "GOBP_MACROMOLECULE_CATABOLIC_PROCESS" 32 -0.300015771358077 -0.996468076528444 0.45724907063197 1 1 "USP25/FMN2/SHARPIN/PTPN1/TNKS1BP1/TRPC4AP/USP24/SH3RF3/SSB" 73
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3" "REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3" 19 -0.334527831220416 -0.995765683150554 0.434137291280148 1 1 "FAM13B/CLASP2/ARHGEF10L/FMNL2" 60
"GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS" "GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS" 16 -0.349486079802358 -0.993228729739503 0.476363636363636 1 1 "B4GALT6/MGAT1/ACSL1/CHST11/PGM3/PANK1/HS2ST1" 103
"GOBP_INNATE_IMMUNE_RESPONSE" "GOBP_INNATE_IMMUNE_RESPONSE" 12 0.367644762766608 0.992653702871529 0.451403887688985 1 1 "MYO1C/RTN4/PPARG/CITED1/ANKRD17/SLC22A5/WNT5A" 97
"GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION" "GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION" 19 0.321940637619247 0.992385860826053 0.44060475161987 1 1 "IL13RA2/SMAD3/HINFP/PPARG/PC/TNRC6B" 86
"GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS" "GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS" 13 -0.370015096865518 -0.991475426554455 0.454545454545455 1 1 "ATP1A2/ACSL1/FMO1/PANK1" 97
"GOMF_SIGNALING_RECEPTOR_BINDING" "GOMF_SIGNALING_RECEPTOR_BINDING" 20 -0.327028238845705 -0.988967089241474 0.464944649446494 1 1 "PTPN1/FGF1/ERAP1/CMTM8/ANKS1A" 61
"GOBP_POSITIVE_REGULATION_OF_CELL_COMMUNICATION" "GOBP_POSITIVE_REGULATION_OF_CELL_COMMUNICATION" 39 0.266634607696535 0.987777358335996 0.450765864332604 1 1 "SMAD3/STK36/MYO1C/STK3/DEDD2/RAPGEF2/RTN4/PPARG/CITED1/ANKRD17" 76
"GOBP_PEPTIDYL_SERINE_MODIFICATION" "GOBP_PEPTIDYL_SERINE_MODIFICATION" 11 0.37516594813534 0.986301621780418 0.440860215053763 1 1 "STK32C/WNT5A/SMYD3/CD44/BCAR3/MAST2" 153
"GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS" "GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS" 20 0.314413435828445 0.986248386123075 0.460869565217391 1 1 "PECAM1/SMAD3/RAPGEF2/PPARG/LIMCH1/WNT5A/SMYD3" 98
"GOBP_INTRACELLULAR_TRANSPORT" "GOBP_INTRACELLULAR_TRANSPORT" 43 0.259831844878721 0.985216933069655 0.475 1 1 "FMN2/SMAD3/MYO1C/STAU2/DENND1A/THOC5/STK3/HOOK2/GOLGA2/CITED1/TMCC1/VPS4A/NXT2/STARD3/MYO6/BID/FMN2/TRAF3IP2" 121
"GOBP_NUCLEAR_TRANSPORT" "GOBP_NUCLEAR_TRANSPORT" 13 -0.366712092080214 -0.98262484692632 0.479166666666667 1 1 "SIRT7/ING1/NDC1/SSB" 47
"GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION" "GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION" 11 -0.383790245933417 -0.981482080899432 0.472998137802607 1 1 "KANK1/SVIL/BIN1/CLASP2/ARHGEF10L" 119
"GOMF_PROTEIN_DIMERIZATION_ACTIVITY" "GOMF_PROTEIN_DIMERIZATION_ACTIVITY" 22 -0.313462220545687 -0.976973364677292 0.46415770609319 1 1 "LYRM4/ZNF174/PANK1/CASQ2/TWIST2" 31
"GOBP_REGULATION_OF_IMMUNE_RESPONSE" "GOBP_REGULATION_OF_IMMUNE_RESPONSE" 16 0.331302619345557 0.976656307443513 0.457964601769911 1 1 "IL13RA2/SMAD3/RTN4/PPARG/ANKRD17/WNT5A" 97
"GOMF_ADENYL_NUCLEOTIDE_BINDING" "GOMF_ADENYL_NUCLEOTIDE_BINDING" 44 0.255359310577055 0.975360983434381 0.498871331828442 1 1 "STK32C/STK36/SELENOO/MYO1C/STK3/RAPGEF2/ATAD3B/CDKL1/ACADL/ATP8B4/VPS4A/SLC22A5/PC/GLYCTK/NUDT6/NADSYN1/MYO6/PTPA/MOK/NUBPL/FPGS/PIP5K1C" 138
"GOBP_LIPID_METABOLIC_PROCESS" "GOBP_LIPID_METABOLIC_PROCESS" 33 0.275651505046623 0.975181258601305 0.486784140969163 1 1 "PNPLA2/AUH/THRA/PPARG/ACADL/ACAD11/TTC7B/CRAT/QKI/PC/ADHFE1" 90
"GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION" "GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION" 19 0.315955330459937 0.973936080017007 0.475161987041037 1 1 "SMAD3/MCC/STK3/RAPGEF2/MCC/B4GALT7/PPARG/PMP22/WNT5A/NUDT6" 110
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION" "GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION" 18 0.322040504541629 0.97387142944688 0.465065502183406 1 1 "FMN2/STK36/MPDZ/HOOK2/GOLGA2" 65
"GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS" "GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS" 31 0.276739186017288 0.972180547489231 0.493506493506494 1 1 "CA5B/SMAD3/MYO1C/THOC5/RTN4/PPARG/CITED1/ANKRD17/VPS4A/SLC22A5/PC" 85
"GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS" "GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS" 21 0.308386097436002 0.971695726520138 0.486547085201794 1 1 "STK32C/STK36/SELENOO/STK3/CDKL1" 61
"GOBP_RESPONSE_TO_NITROGEN_COMPOUND" "GOBP_RESPONSE_TO_NITROGEN_COMPOUND" 18 -0.330389892979713 -0.971557173501142 0.485294117647059 1 1 "LPIN1/KANK1/CACNA2D1/USP25/PTPN1/MTHFR/CASQ2/TWIST2" 73
"GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS" "GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS" 14 0.341530224392889 0.970631459589761 0.468409586056645 1 1 "AUH/ACADL/ACAD11/CRAT/QKI/PC" 85
"GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION" "GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION" 16 0.329149743446318 0.970309784043581 0.471238938053097 1 1 "ARHGAP32/CYTH1/DENND1A/RAPGEF2" 52
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE" "GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE" 10 -0.387339918486605 -0.968404937226006 0.508256880733945 1 1 "VAMP8/BCL6/SHARPIN/SBNO2/BRD4" 87
