userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	766	CTCF	0.382059886234519	1.13510979712412	21	863	1039	1535	1535	1150	19	183	188	CTCF thyroid gland CTCF	thyroid gland	NULL	CTCF		GTRD	EXP040050_thyroid-gland_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	22949
1	2076	HAND2	0.382059886234519	1.13510979712412	21	863	1039	1535	1535	1150	19	183	188	HAND2 BE2C HAND2	BE2C	NULL	HAND2	Treatment: untreated	GTRD	EXP049480_BE2C_HAND2_MACS_HAND2_MA1638.1.damo.pwm.bed	39403
1	630	CTCF	0.381153856107523	1.12988236854227	22	866	1055	1459	1459	1130	20	182	187	CTCF HUES64 (embryonic stem cells) CTCF	HUES64 (embryonic stem cells)	NULL	CTCF		GTRD	EXP036700_HUES64--embryonic-stem-cells-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	41282
1	1755	FOXA1	0.381153856107523	1.12988236854227	22	866	1055	1459	1459	1130	20	182	187	FOXA1 MCF7 (Invasive ductal breast carcinoma) FOXA1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOXA1	ETOH	GEO	GSE23852_foxa1_mcf7-etoh_MACS_FOXA1_MA0148.4.damo.pwm.bed	50862
1	3033	NFYB	0.381153856107523	1.12988236854227	22	866	1055	1459	1459	1130	20	182	187	NFYB K562 (myelogenous leukemia) NFYB	K562 (myelogenous leukemia)	NULL	NFYB	NA	GEO	GSE26439_nfyb_k562_MACS_NFYB_MA0502.2.damo.pwm.bed	8302
1	3879	TFAP2C	0.381153856107523	1.12988236854227	22	866	1055	1459	1459	1130	20	182	187	TFAP2C UCLA1 hESCs TFAP2C	UCLA1 hESCs	NULL	TFAP2C	PasNumber:p16+ p37; Treatment: Naive(5iLAF) conditions;	GTRD	EXP047534_UCLA1-hESCs_TFAP2C_MACS_TFAP2C_MA0524.2.damo.pwm.bed	9989
1	383	CEBPB	0.380345720754018	1.12516880911712	23	870	1065	1391	1391	1110	21	181	186	CEBPB monocyte-derived macrophages CEBPB	monocyte-derived macrophages	NULL	CEBPB		GTRD	EXP040652_monocyte-derived-macrophages_CEBPB_MACS_CEBPB_MA0466.2.damo.pwm.bed	30539
1	1249	ESR1	0.380345720754018	1.12516880911712	23	870	1065	1391	1391	1110	21	181	186	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	40min E2	GTRD	EXP038339_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	48248
1	1809	FOXA1	0.380345720754018	1.12516880911712	23	870	1065	1391	1391	1110	21	181	186	FOXA1 ZR-75-1 (invasive ductal carcinoma) FOXA1	ZR-75-1 (invasive ductal carcinoma)	BTO:0003136	FOXA1		GEO	GSE72249_foxa1_zr751_MACS_FOXA1_MA0148.4.damo.pwm.bed	75734
1	538	CTCF	0.37962430766881	1.12089930825502	24	873	1079	1324	1324	1090	22	180	185	CTCF NB4 (acute promyelocytic leukemia ) CTCF	NB4 (acute promyelocytic leukemia )	NULL	CTCF		ENCODE	ENCSR000DWN_NB4_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	42878
1	1194	ESR1	0.37962430766881	1.12089930825502	24	873	1079	1324	1324	1090	22	180	185	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1		GTRD	EXP032285_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	48845
1	1210	ESR1	0.37962430766881	1.12089930825502	24	873	1079	1324	1324	1090	22	180	185	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	100nM E2, 120min	GTRD	EXP035984_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	45848
1	3530	RXRA	0.37962430766881	1.12089930825502	24	873	1079	1324	1324	1090	22	180	185	RXRA JMSU-1 (Bladder carcinoma) RXRA	JMSU-1 (Bladder carcinoma)	NULL	RXRA	genotype: RXRA WT	GTRD	EXP040815_JMSU-1--Bladder-carcinoma-_RXRA_MACS_RXRA_MA0115.1.damo.pwm.bed	10246
1	4120	YY1	0.37962430766881	1.12089930825502	24	873	1079	1324	1324	1090	22	180	185	YY1 GM12892 (female B-cells lymphoblastoid cell line) YY1	GM12892 (female B-cells lymphoblastoid cell line)	NULL	YY1		ENCODE	ENCSR000BLT_GM12892_YY1_MACS_YY1_MA0095.2.damo.pwm.bed	13411
1	717	CTCF	0.378980155772654	1.11701620072869	25	878	1089	1262	1262	1080	23	179	184	CTCF breast epithelial cells CTCF	breast epithelial cells	NULL	CTCF		GTRD	EXP039639_breast-epithelial-cells_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	27143
1	1701	FOXA1	0.378980155772654	1.11701620072869	25	878	1089	1262	1262	1080	23	179	184	FOXA1 MCF7 TamR (invasive ductal breast carcinoma Tamoxifen resistant) FOXA1	MCF7 TamR (invasive ductal breast carcinoma Tamoxifen resistant)	NULL	FOXA1	Treatment: 45 min 10^-7 4OHT	GTRD	EXP048437_MCF7-TamR--invasive-ductal-breast-carcinoma-Tamoxifen-resistant-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	44391
1	2308	JUN	0.378980155772654	1.11701620072869	25	878	1089	1262	1262	1080	23	179	184	JUN A549 (lung carcinoma) JUN	A549 (lung carcinoma)	BTO:0000018	JUN	100nM dexamethasone (CHEBI:41879) for 12 hour	GTRD	EXP039416_A549--lung-carcinoma-_JUN_MACS_JUN_MA0488.1.damo.pwm.bed	17007
1	4028	TP63	0.378980155772654	1.11701620072869	25	878	1089	1262	1262	1080	23	179	184	TP63 keratinocytes TP63	keratinocytes	NULL	TP63	NULL	GTRD	EXP000293_keratinocytes_TP63_MACS_TP63_MA0525.2.damo.pwm.bed	35453
1	963	CTCF	0.378718105623869	1.06842439082599	66	882	1228	78	1228	729	64	138	143	CTCF CTCF	NA	NA	CTCF	NA	GEO	GSE50893_ctcf_snyder_MACS_CTCF_MA0139.1.damo.pwm.bed	79374
1	1678	FOXA1	0.378405196424196	1.11347143674323	26	883	1097	1204	1204	1060	24	178	183	FOXA1 22RV1 (prostate carcinoma) FOXA1	22RV1 (prostate carcinoma)	BTO:0002999	FOXA1		GTRD	EXP038434_22RV1--prostate-carcinoma-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	41798
1	631	CTCF	0.377892503910026	1.11022465914639	27	884	1106	1135	1135	1040	25	177	182	CTCF HUES64 (embryonic stem cells) CTCF	HUES64 (embryonic stem cells)	NULL	CTCF		GTRD	EXP036701_HUES64--embryonic-stem-cells-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	41491
1	736	CTCF	0.377892503910026	1.11022465914639	27	884	1106	1135	1135	1040	25	177	182	CTCF 22RV1 (prostate carcinoma) CTCF	22RV1 (prostate carcinoma)	BTO:0002999	CTCF		GTRD	EXP039762_22RV1--prostate-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	37949
1	746	CTCF	0.377892503910026	1.11022465914639	27	884	1106	1135	1135	1040	25	177	182	CTCF A549 (lung carcinoma) CTCF	A549 (lung carcinoma)	BTO:0000018	CTCF	100nM dexamethasone (CHEBI:41879) for 30 minute	GTRD	EXP039845_A549--lung-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	41750
1	1341	ESR1	0.377892503910026	1.11022465914639	27	884	1106	1135	1135	1040	25	177	182	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	E2	GTRD	EXP048587_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	14604
1	520	CTCF	0.377436098259453	1.10724172433256	28	888	1113	1068	1113	1020	26	176	181	CTCF HCT-116 (colon carcinoma) CTCF	HCT-116 (colon carcinoma)	BTO:0001109	CTCF		ENCODE	ENCSR000DTO_HCT116_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	45066
1	1635	FOXA1	0.377436098259453	1.10724172433256	28	888	1113	1068	1113	1020	26	176	181	FOXA1 A549 (lung carcinoma) FOXA1	A549 (lung carcinoma)	BTO:0000018	FOXA1	1 h with 0.02% Ethanol (Myers)	ENCODE	ENCSR000BRD_A549_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	35292
1	2429	JUN	0.377436098259453	1.10724172433256	28	888	1113	1068	1113	1020	26	176	181	JUN definitive endoderm from HUES8 JUN	definitive endoderm from HUES8	NULL	JUN	Genotype: SOX17-GFP knockout; Treatment: DMSO;	GTRD	EXP057912_definitive-endoderm-from-HUES8_JUN_MACS_JUN_MA0488.1.damo.pwm.bed	38816
1	3374	RELA	0.377436098259453	1.10724172433256	28	888	1113	1068	1113	1020	26	176	181	RELA HUVEC-C (HUVEC, umbilical vein endothelial cells) RELA	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	RELA	TNF_30M	GEO	GSE34500_rela_huvec-tnf-30m_MACS_RELA_MA0107.1.damo.pwm.bed	16788
1	830	CTCF	0.377030787929547	1.10449355181633	29	892	1120	1013	1120	1010	27	175	180	CTCF THP-1 (acute monocytic leukemia) CTCF	THP-1 (acute monocytic leukemia)	BTO:0001370	CTCF	Treatment: Pam3csk4 treated 20min	GTRD	EXP047797_THP-1--acute-monocytic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	49408
1	2149	HNF4G	0.377030787929547	1.10449355181633	29	892	1120	1013	1120	1010	27	175	180	HNF4G HepG2 (hepatoblastoma) HNF4G	HepG2 (hepatoblastoma)	BTO:0000599	HNF4G		ENCODE	ENCSR000BNJ_HepG2_HNF4G_MACS_HNF4G_MA0484.2.damo.pwm.bed	28815
1	3739	STAT3	0.377030787929547	1.10449355181633	29	892	1120	1013	1120	1010	27	175	180	STAT3 MCF10A-ER-Src STAT3	MCF10A-ER-Src	NULL	STAT3	Genotype: transformed	GTRD	EXP048576_MCF10A-ER-Src_STAT3_MACS_STAT3_MA0144.2.damo.pwm.bed	31673
1	2837	MYC	0.376965894029819	1.0705853491254	59	895	1220	143	1220	753	57	145	150	MYC HCT-116 (colon carcinoma) MYC	HCT-116 (colon carcinoma)	BTO:0001109	MYC		GTRD	EXP036148_HCT-116--colon-carcinoma-_MYC_MACS_MYC_MA0147.3.damo.pwm.bed	13153
1	1080	ELF1	0.376752363331187	1.07098800470193	58	896	1218	154	1218	756	56	146	151	ELF1 MCF7 (Invasive ductal breast carcinoma) ELF1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ELF1		ENCODE	ENCSR000BSS_MCF-7_ELF1_MACS_ELF1_MA0473.3.damo.pwm.bed	23176
1	1632	FOXA1	0.376752363331187	1.07098800470193	58	896	1218	154	1218	756	56	146	151	FOXA1 HepG2 (hepatoblastoma) FOXA1	HepG2 (hepatoblastoma)	BTO:0000599	FOXA1		ENCODE	ENCSR000BLE_HepG2_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	92811
1	818	CTCF	0.376672043199329	1.10195522031389	30	898	1124	937	1124	986	28	174	179	CTCF THP-1 (acute monocytic leukemia) CTCF	THP-1 (acute monocytic leukemia)	BTO:0001370	CTCF	Treatment: untreated, eGFP(EP mRNA), siCtrl(siRNA)	GTRD	EXP047774_THP-1--acute-monocytic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	41424
1	465	CTCF	0.376355893453304	1.09960525083428	31	899	1125	881	1125	968	29	173	178	CTCF GM12878 (female B-cells lymphoblastoid cell line) CTCF	GM12878 (female B-cells lymphoblastoid cell line)	NULL	CTCF		ENCODE	ENCSR000DKV_GM12878_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	45729
1	522	CTCF	0.376355893453304	1.09960525083428	31	899	1125	881	1125	968	29	173	178	CTCF HEK293 (embryonic kidney) CTCF	HEK293 (embryonic kidney)	NULL	CTCF		ENCODE	ENCSR000DTW_HEK293_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	54149
1	748	CTCF	0.376355893453304	1.09960525083428	31	899	1125	881	1125	968	29	173	178	CTCF pancreas CTCF	pancreas	BTO:0000988	CTCF		GTRD	EXP039864_pancreas_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	38583
1	837	CTCF	0.376355893453304	1.09960525083428	31	899	1125	881	1125	968	29	173	178	CTCF THP-1 (acute monocytic leukemia) CTCF	THP-1 (acute monocytic leukemia)	BTO:0001370	CTCF	Treatment: Pam3csk4 treated 180min + Flavopiridol 60min	GTRD	EXP047804_THP-1--acute-monocytic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	49240
1	2719	MAX	0.376355038656887	1.07187420502434	56	903	1216	192	1216	770	54	148	153	MAX NCI-H128 (small cell lung carcinoma) MAX	NCI-H128 (small cell lung carcinoma)	BTO:0003025	MAX		GEO	GSE41105_max_h128_MACS_MAX_MA0058.3.damo.pwm.bed	20272
1	2911	MYC	0.376355038656887	1.07187420502434	56	903	1216	192	1216	770	54	148	153	MYC MM1.S (plasma cell myeloma) MYC	MM1.S (plasma cell myeloma)	BTO:0003933	MYC	DMSO	GEO	GSE36354_myc_mm1s-dmso_MACS_MYC_MA0147.3.damo.pwm.bed	18528
1	913	CTCF	0.376078843220913	1.09742503314782	32	905	1133	825	1133	954	30	172	177	CTCF GM18486 (Lymphoblastoid Cell Lines) CTCF	GM18486 (Lymphoblastoid Cell Lines)	NULL	CTCF		GTRD	EXP054521_GM18486--Lymphoblastoid-Cell-Lines-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	38745
1	986	CTCF	0.376078843220913	1.09742503314782	32	905	1133	825	1133	954	30	172	177	CTCF MCF7 (Invasive ductal breast carcinoma) CTCF	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	CTCF	NORMOXIA	GEO	GSE78113_ctcf_mcf7-normoxia_MACS_CTCF_MA0139.1.damo.pwm.bed	43891
1	3204	OTX2	0.376078843220913	1.09742503314782	32	905	1133	825	1133	954	30	172	177	OTX2 D341 Med (medulloblastoma) OTX2	D341 Med (medulloblastoma)	NULL	OTX2	CRISPR.GFP2	GTRD	EXP038203_D341-Med--medulloblastoma-_OTX2_MACS_OTX2_MA0712.2.damo.pwm.bed	66447
1	263	ATF7	0.375837803068044	1.0953983632584	33	908	1139	778	1139	942	31	171	176	ATF7 GM12878 (female B-cells lymphoblastoid cell line) ATF7	GM12878 (female B-cells lymphoblastoid cell line)	NULL	ATF7	NA	GTRD	EXP039442_GM12878--female-B-cells-_ATF7_MACS_ATF7_MA0834.1.damo.pwm.bed	32534
1	613	CTCF	0.375837803068044	1.0953983632584	33	908	1139	778	1139	942	31	171	176	CTCF HCT-116 (colon carcinoma) CTCF	HCT-116 (colon carcinoma)	BTO:0001109	CTCF	No special treatment	GTRD	EXP032761_HCT-116--colon-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	54018
1	819	CTCF	0.375837803068044	1.0953983632584	33	908	1139	778	1139	942	31	171	176	CTCF THP-1 (acute monocytic leukemia) CTCF	THP-1 (acute monocytic leukemia)	BTO:0001370	CTCF	Treatment: Pam3csk4 treated 4hr, eGFP(EP mRNA), siCtrl(siRNA)	GTRD	EXP047775_THP-1--acute-monocytic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	42871
1	2766	MNT	0.375837803068044	1.0953983632584	33	908	1139	778	1139	942	31	171	176	MNT HepG2 (hepatoblastoma) MNT	HepG2 (hepatoblastoma)	BTO:0000599	MNT	NA	GTRD	EXP040038_HepG2--hepatoblastoma-_MNT_MACS_MNT_MA0825.1.damo.pwm.bed	32142
1	3398	REST	0.375837659620454	1.07342571806391	53	912	1210	236	1210	786	51	151	156	REST K562 (myelogenous leukemia) REST	K562 (myelogenous leukemia)	NULL	REST		ENCODE	ENCSR000BMW_K562_REST_MACS_REST_MA0138.2.damo.pwm.bed	28812
1	1723	FOXA1	0.375630032343306	1.09351106759908	34	913	1147	729	1147	930	32	170	175	FOXA1 LNCaP (prostate carcinoma) FOXA1	LNCaP (prostate carcinoma)	BTO:0001321	FOXA1	Treatment: Cells were harvested in log phase growth Genotype: HNF4G overexpression	GTRD	EXP048989_LNCaP--prostate-carcinoma-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	104307
1	4121	YY1	0.375630032343306	1.09351106759908	34	913	1147	729	1147	930	32	170	175	YY1 K562 (myelogenous leukemia) YY1	K562 (myelogenous leukemia)	NULL	YY1		ENCODE	ENCSR000BMH_K562_YY1_MACS_YY1_MA0095.2.damo.pwm.bed	26993
1	1140	ERG	0.375549089947126	1.0746264490654	51	915	1209	261	1209	795	49	153	158	ERG VCaP (prostate carcinoma) ERG	VCaP (prostate carcinoma)	BTO:0003215	ERG	DHAT_18H	GEO	GSE28950_erg_vcap-dhat-18h_MACS_ERG_MA0474.2.damo.pwm.bed	30241
1	3852	TFAP2A	0.375453091457246	1.09175069555662	35	916	1151	691	1151	919	33	169	174	TFAP2A MCF7 (Invasive ductal breast carcinoma) TFAP2A	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	TFAP2A		GTRD	EXP032577_MCF7--Invasive-ductal-breast-carcinoma-_TFAP2A_MACS_TFAP2A_MA0872.1.damo.pwm.bed	39514
1	391	CEBPB	0.375422910957897	1.07528224534916	50	917	1208	275	1208	800	48	154	159	CEBPB HEE (human epididymis epithelial cells) CEBPB	HEE (human epididymis epithelial cells)	NULL	CEBPB	Treatment: without treatment of R1881 (methyltrienolone)	GTRD	EXP048165_HEE--human-epididymis-epithelial-cells-_CEBPB_MACS_CEBPB_MA0466.2.damo.pwm.bed	82129
1	702	CTCF	0.375304801880964	1.09010479940207	36	918	1152	645	1152	905	34	168	173	CTCF neutrophils CTCF	neutrophils	NULL	CTCF		GTRD	EXP039544_neutrophils_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	21336
1	1966	GATA3	0.375304801880964	1.09010479940207	36	918	1152	645	1152	905	34	168	173	GATA3 MDA-MB-231 (breast adenocarcinoma) GATA3	MDA-MB-231 (breast adenocarcinoma)	BTO:0000815	GATA3		GTRD	EXP035436_MDA-MB-231--breast-adenocarcinoma-_GATA3_MACS_GATA3_MA0037.3.damo.pwm.bed	70531
1	1055	EBF3	0.375209135495457	1.07671555291199	48	920	1197	317	1197	811	46	156	161	EBF3 SK-N-SH (neuroblastoma) EBF3	SK-N-SH (neuroblastoma)	BTO:0001620	EBF3	NA	GTRD	EXP038092_SK-N-SH--neuroblastoma-_EBF3_MACS_EBF3_MA1637.1.damo.pwm.bed	43729
1	396	CEBPB	0.375183212436492	1.08856512445994	37	921	1160	607	1160	896	35	167	172	CEBPB JB6 (Human anaplastic large cell lymphoma) CEBPB	JB6 (Human anaplastic large cell lymphoma)	BTO:0004831	CEBPB	Treatment: 300 nM Crizotinib for 3 hrs	GTRD	EXP053280_JB6--Human-anaplastic-large-cell-lymphoma-_CEBPB_MACS_CEBPB_MA0466.2.damo.pwm.bed	103437
1	1644	FOXA1	0.375183212436492	1.08856512445994	37	921	1160	607	1160	896	35	167	172	FOXA1 liver FOXA1	liver	BTO:0000759	FOXA1		Array Express	ERP002306_foxa1_liver_MACS_FOXA1_MA0148.4.damo.pwm.bed	37943
1	1142	ERG	0.375086570746857	1.08712315549546	38	923	1162	576	1162	887	36	166	171	ERG VCaP (prostate carcinoma) ERG	VCaP (prostate carcinoma)	BTO:0003215	ERG		GEO	GSE28950_erg_vcap_MACS_ERG_MA0474.2.damo.pwm.bed	16434
1	2058	GRHL2	0.375050480281128	1.07832799491873	46	924	1187	349	1187	820	44	158	163	GRHL2 MCF7 (Invasive ductal breast carcinoma) GRHL2	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	GRHL2	No treatment	GTRD	EXP037435_MCF7--Invasive-ductal-breast-carcinoma-_GRHL2_MACS_GRHL2_MA1105.2.damo.pwm.bed	59389
1	832	CTCF	0.375013298941979	1.08577118460151	39	925	1163	547	1163	878	37	165	170	CTCF THP-1 (acute monocytic leukemia) CTCF	THP-1 (acute monocytic leukemia)	BTO:0001370	CTCF	Treatment: Pam3csk4 treated 30min	GTRD	EXP047799_THP-1--acute-monocytic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	54662
1	670	CTCF	0.374961972893995	1.08450232041148	40	926	1170	502	1170	866	38	164	169	CTCF MCF7 (Invasive ductal breast carcinoma) CTCF	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	CTCF		GTRD	EXP038773_MCF7--Invasive-ductal-breast-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	56808
1	953	CTCF	0.374961972893995	1.08450232041148	40	926	1170	502	1170	866	38	164	169	CTCF CTCF	NA	NA	CTCF	NA	GEO	GSE50893_ctcf_gm18951_MACS_CTCF_MA0139.1.damo.pwm.bed	43977
1	1216	ESR1	0.374961972893995	1.08450232041148	40	926	1170	502	1170	866	38	164	169	ESR1 T47D (invasive ductal carcinoma) ESR1	T47D (invasive ductal carcinoma)	BTO:0001248	ESR1	10 nM Estradiol	GTRD	EXP036366_T47D--invasive-ductal-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	19410
1	2626	KLF1	0.374961972893995	1.08450232041148	40	926	1170	502	1170	866	38	164	169	KLF1 HEK293 (embryonic kidney) KLF1	HEK293 (embryonic kidney)	NULL	KLF1	NA	GTRD	EXP039484_HEK293--embryonic-kidney-_KLF1_MACS_KLF1_MA0493.1.damo.pwm.bed	18389
1	3527	RXRA	0.374961972893995	1.08450232041148	40	926	1170	502	1170	866	38	164	169	RXRA liver RXRA	liver	BTO:0000759	RXRA		GTRD	EXP040231_liver_RXRA_MACS_RXRA_MA1147.1.damo.pwm.bed	38162
1	990	CTCFL	0.37495209258424	1.08014324648757	44	931	1185	408	1185	841	42	160	165	CTCFL Delta47 (plasma cell myeloma) CTCFL	Delta47 (plasma cell myeloma)	NULL	CTCFL	NA	GEO	GSE70764_ctcfl_delta47_MACS_CTCFL_MA1102.2.damo.pwm.bed	13249
1	3460	RUNX1	0.37495209258424	1.08014324648757	44	931	1185	408	1185	841	42	160	165	RUNX1 CD34+ hematopoietic stem cells RUNX1	CD34+ hematopoietic stem cells	NULL	RUNX1		GTRD	EXP031976_CD34--hematopoietic-stem-cells_RUNX1_MACS_RUNX1_MA0002.2.damo.pwm.bed	25141
1	1634	FOXA1	0.374931304394756	1.08331038356175	41	933	1175	476	1175	861	39	163	168	FOXA1 A549 (lung carcinoma) FOXA1	A549 (lung carcinoma)	BTO:0000018	FOXA1	1 h with 100 nM Dexamethasone (Myers)	ENCODE	ENCSR000BPX_A549_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	52980
1	1752	FOXA1	0.374931304394756	1.08331038356175	41	933	1175	476	1175	861	39	163	168	FOXA1 22RV1 (prostate carcinoma) FOXA1	22RV1 (prostate carcinoma)	BTO:0002999	FOXA1	Treatment: DHT10 nM for 24 hrs;	GTRD	EXP058393_22RV1--prostate-carcinoma-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	166482
1	3949	THAP11	0.37492737673485	1.08113561434725	43	935	1184	429	1184	849	41	161	166	THAP11 HepG2 (hepatoblastoma) THAP11	HepG2 (hepatoblastoma)	BTO:0000599	THAP11	NA	GTRD	EXP039449_HepG2--hepatoblastoma-_THAP11_MACS_THAP11_MA1573.1.damo.pwm.bed	32459
1	3923	TFAP2C	0.350957273414839	1.04763885395509	95	936	1303	2	1303	747	94	109	113	TFAP2C BT-474 (breast invasive ductal carcinoma) TFAP2C	BT-474 (breast invasive ductal carcinoma)	BTO:0001932	TFAP2C		GEO	GSE36351_tfap2c_bt474_MACS_TFAP2C_MA0815.1.damo.pwm.bed	92008
1	1480	ETV5	0.338840584940322	1.04468375342249	69	937	1313	47	1313	766	68	135	139	ETV5 HepG2 (hepatoblastoma) ETV5	HepG2 (hepatoblastoma)	BTO:0000599	ETV5	NA	GTRD	EXP044865_HepG2--hepatoblastoma-_ETV5_MACS_ETV5_MA0765.2.damo.pwm.bed	47542
1	1790	FOXA1	0.333384884073096	1.04560931827773	56	938	1312	192	1312	814	55	148	152	FOXA1 LNCaP-abl (Prostate carcinoma) FOXA1	LNCaP-abl (Prostate carcinoma)	NULL	FOXA1	SHCREB1	GEO	GSE63034_foxa1_lncap-abl-shcreb1_MACS_FOXA1_MA0148.4.damo.pwm.bed	156193
1	2712	MAX	0.332973205647188	1.04576996098071	55	939	1311	211	1311	820	54	149	153	MAX MKL-1 (Merkel cell carcinoma) MAX	MKL-1 (Merkel cell carcinoma)	NULL	MAX	Treatment: no treatment Markel Cell: positive	GTRD	EXP048815_MKL-1--Merkel-cell-carcinoma-_MAX_MACS_MAX_MA0059.1.damo.pwm.bed	45558
1	907	CTCF	0.332562203857669	1.04594596446492	54	940	1309	225	1309	825	53	150	154	CTCF DND41 (acute lymphoblastic leukemia) CTCF	DND41 (acute lymphoblastic leukemia)	NULL	CTCF	Treatment: None;	GTRD	EXP054054_DND41--acute-lymphoblastic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	72222
1	3240	PLAG1	0.332562203857669	1.04594596446492	54	940	1309	225	1309	825	53	150	154	PLAG1 K562 (myelogenous leukemia) PLAG1	K562 (myelogenous leukemia)	NULL	PLAG1	Treatment: no	GTRD	EXP048311_K562--myelogenous-leukemia-_PLAG1_MACS_PLAG1_MA0163.1.damo.pwm.bed	26684
1	1147	ERG	0.33215178100844	1.04613802660638	53	942	1308	236	1308	829	52	151	155	ERG TSU-1621-MT (adult acute myeloid leukemia) ERG	TSU-1621-MT (adult acute myeloid leukemia)	NULL	ERG	ATRA	GEO	GSE60477_erg_tsu1621mt-atra_MACS_ERG_MA0474.2.damo.pwm.bed	70044
1	920	CTCF	0.331741837604918	1.04634690507924	52	943	1306	244	1306	831	51	152	156	CTCF MCF7L-P(immortalized breast epithelial cell line) CTCF	MCF7L-P(immortalized breast epithelial cell line)	NULL	CTCF	Treatment: untreated;	GTRD	EXP057858_MCF7L-P-immortalized-breast-epithelial-cell-line-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	102321
1	1350	ESR1	0.331741837604918	1.04634690507924	52	943	1306	244	1306	831	51	152	156	ESR1 MDA-MB-231 (breast adenocarcinoma) ESR1	MDA-MB-231 (breast adenocarcinoma)	BTO:0000815	ESR1	Treatment: E2, 100 nM, 45 min Genotype: ER-alfa wildtype	GTRD	EXP049531_MDA-MB-231--breast-adenocarcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	38641
1	358	CEBPB	0.330922980836141	1.04681847629426	50	945	1304	275	1304	841	49	154	158	CEBPB HeLa S3 (cervical adenocarcinoma) CEBPB	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	CEBPB		ENCODE	ENCSR000EDA_HeLa-S3_CEBPB_MACS_CEBPB_MA0466.2.damo.pwm.bed	94544
1	980	CTCF	0.330922980836141	1.04681847629426	50	945	1304	275	1304	841	49	154	158	CTCF K562 (myelogenous leukemia) CTCF	K562 (myelogenous leukemia)	NULL	CTCF		GEO	GSE70764_ctcf_k562_MACS_CTCF_MA0139.1.damo.pwm.bed	58776
